ticket_id,created_date,channel,subject,body,priority_actual,category_actual,handle_time_minutes,resolved_first_contact,csat_score
TKT-1222,2025-11-09,phone,SSO login broken since company update,"Since our company updated their SSO provider last week, I can no longer log in through the company portal. It redirects me to a blank screen. My colleagues are having the same issue. Our company admin is Acme Corp. Can you check if something on your end needs to be updated?",Critical,Account Access,51,False,4
TKT-1223,2026-02-21,email,Forgot username / can't find my login,I think I signed up with either john.davis87@icloud.com or john.brown52@gmail.com but neither is working. I do have an account because I've used the service before — I can see charges on my bank statement. Can you look up what email is on file for me? I can verify with my last 4 of SSN or bank account.,Low,Account Access,5,True,5
TKT-1224,2026-03-28,email,Unable to update my payment method,I've been trying to update my bank account for direct deposit but keep getting an error when I try to save the new account. I've tried three times now and it just says 'Unable to verify account.' My routing number and account number are definitely correct. Please help — I need this updated before my next paycheck.,Critical,Billing & Payments,45,True,3
TKT-1225,2025-11-13,web,Legal hold / subpoena response needed,"Please be advised that our firm represents RetailCo in a pending legal matter. We have issued a subpoena (attached) for records related to account ACC-46064. Please direct this to your legal department. The response deadline is November 16, 2025. Contact our office at mike.miller64@icloud.com with any questions.",High,Compliance & Legal,35,False,2
TKT-1226,2026-01-16,chat,Account locked — need help getting back in,"My account appears to be locked. I got a message saying it was locked due to too many failed login attempts, but I wasn't the one trying to log in. This might be a security issue — someone may be trying to access my account. Please unlock my account and let me know if there was suspicious activity.",Medium,Account Access,20,True,4
TKT-1227,2026-02-14,web,Incorrect fee charged — requesting refund,"I was charged a $9.99 fee that I don't believe I should have been charged. When I signed up, I was told the first 3 months were fee-free. I'm only on month 3. Can you review and refund this fee?",Medium,Refund Request,16,True,4
TKT-1228,2026-02-24,phone,SSO login broken since company update,"Since our company updated their SSO provider last week, I can no longer log in through the company portal. It redirects me to a blank screen. My colleagues are having the same issue. Our company admin is Acme Corp. Can you check if something on your end needs to be updated?",Medium,Account Access,9,True,4
TKT-1229,2025-12-19,phone,Question about the $14.99 fee on my statement,I see a $1.99 fee on my recent statement and I'm not sure what it's for. I don't recall seeing this fee before. Is this a new charge? Can you explain what this covers and whether I can avoid it? I've been a customer for 4 months.,Medium,Billing & Payments,17,False,3
TKT-1230,2026-04-04,phone,Need an invoice for last month,"Hello, could you please send me an invoice for March? Our accounting team needs it for expense reconciliation. Account email is john.brown95@yahoo.com. Please send to sarah.davis90@yahoo.com as well. We need it in PDF format if possible. Thank you.",Medium,Billing & Payments,14,False,3
TKT-1231,2026-03-01,phone,Need to update my email address,"Hi, I recently changed jobs and need to update the email address on my account from jessica.jones47@hotmail.com to ashley.davis93@gmail.com. I still have access to the old email so I can verify through that. Could you walk me through the process or make the change for me?",Medium,Account Access,13,False,4
TKT-1232,2025-12-08,email,Suspicious login attempt on my account,I received an email saying there was a login attempt from an unrecognized device in California. I did not attempt to log in at that time. I've already changed my password but I'm concerned my account may be compromised. Can you review recent activity and confirm my account is secure?,Low,Account Access,8,False,4
TKT-1233,2026-01-02,chat,Please close my account,I would like to permanently close my account and have all my personal data deleted. I no longer need this service. My account email is jessica.brown73@outlook.com. Please confirm once the account is closed and my data has been removed.,Medium,Cancellation Request,18,False,4
TKT-1234,2026-02-26,email,SSO login broken since company update,"Since our company updated their SSO provider last week, I can no longer log in through the company portal. It redirects me to a blank screen. My colleagues are having the same issue. Our company admin is HealthFirst. Can you check if something on your end needs to be updated?",High,Account Access,26,True,2
TKT-1235,2025-11-16,chat,Dashboard showing wrong data,"The analytics dashboard is showing November data when it should be showing current data. It looks like the data is about 3 weeks behind. We rely on this for payroll decisions so accurate, up-to-date data is critical. Please investigate.",Critical,Technical Issue,29,False,4
TKT-1236,2026-03-10,chat,Please close my account,I would like to permanently close my account and have all my personal data deleted. I no longer need this service. My account email is sarah.williams28@gmail.com. Please confirm once the account is closed and my data has been removed.,Medium,Cancellation Request,8,True,3
TKT-1237,2025-11-02,chat,How do I get started?,My company just rolled out your service and I received an email to sign up. I clicked the link but I'm not sure what to do next. Is there a guide or tutorial? What information do I need to get started? Do I need to connect my bank account right away?,Medium,General Inquiry,14,True,3
TKT-1238,2026-03-09,phone,Want to remove my employer from the platform,Our company has decided to discontinue using your earned wage access program. We have 9 employees enrolled. Can you tell us the process for offboarding our company from the platform? We want to make sure employees are notified properly.,Medium,Cancellation Request,18,True,4
TKT-1239,2026-01-01,email,Unable to update my payment method,I've been trying to update my bank account for direct deposit but keep getting an error when I try to save the new account. I've tried three times now and it just says 'Unable to verify account.' My routing number and account number are definitely correct. Please help — I need this updated before my next paycheck.,Low,Billing & Payments,8,True,5
TKT-1240,2026-02-26,chat,Two-factor authentication not working,I enabled two-factor authentication last week and now I can't get in. I'm not receiving the SMS codes to my phone number ending in 7652. I've waited several minutes and tried multiple times. Is there an alternative way to verify my identity so I can get back in?,Medium,Account Access,19,True,5
TKT-1241,2025-11-09,email,How does the tipping model work?,I noticed the app asks for an optional tip when I transfer money. Can you explain how this works? Is the tip really optional or does it affect my service? What percentage do most people tip? I just want to make sure I'm using this correctly.,Medium,Product Question,14,True,4
TKT-1242,2025-11-22,chat,Unable to update my payment method,I've been trying to update my bank account for direct deposit but keep getting an error when I try to save the new account. I've tried three times now and it just says 'Unable to verify account.' My routing number and account number are definitely correct. Please help — I need this updated before my next paycheck.,Low,Billing & Payments,7,True,5
TKT-1243,2025-11-11,email,How do I request a pay advance?,"I just signed up and I'm trying to figure out how to request an advance on my upcoming paycheck. I see the option in the app but when I tap it, it says I'm not eligible. I've been at my job for 18 months and my employer is enrolled. What are the eligibility requirements?",Medium,Product Question,19,False,4
TKT-1244,2026-03-20,chat,SSO login broken since company update,"Since our company updated their SSO provider last week, I can no longer log in through the company portal. It redirects me to a blank screen. My colleagues are having the same issue. Our company admin is RetailCo. Can you check if something on your end needs to be updated?",Critical,Account Access,27,True,3
TKT-1245,2026-02-10,web,Unable to update my payment method,I've been trying to update my bank account for direct deposit but keep getting an error when I try to save the new account. I've tried three times now and it just says 'Unable to verify account.' My routing number and account number are definitely correct. Please help — I need this updated before my next paycheck.,Medium,Billing & Payments,12,True,4
TKT-1246,2026-03-19,email,Is there a fee to use the service?,I was referred by a coworker but I want to make sure I understand the costs before I sign up. Is there a monthly fee? What does it cost to access my pay early? Are there any other hidden charges I should know about?,Medium,Product Question,20,False,5
TKT-1247,2025-12-30,phone,App keeps crashing when I open it,The mobile app crashes every time I try to open it. This started after the update that pushed yesterday. I'm on iPhone 13 running iOS 17.4. I've already tried uninstalling and reinstalling but same issue. Is there a known issue with this version?,Critical,Technical Issue,46,False,1
TKT-1248,2025-11-08,chat,What are your customer support hours?,I've been trying to reach your phone support but keep getting voicemail. What are your support hours? Is there a live chat option? I have an issue that I'd prefer to resolve over the phone rather than by email.,Low,General Inquiry,10,False,4
TKT-1249,2026-01-03,phone,Need to update my email address,"Hi, I recently changed jobs and need to update the email address on my account from chris.williams85@icloud.com to chris.johnson38@icloud.com. I still have access to the old email so I can verify through that. Could you walk me through the process or make the change for me?",High,Account Access,17,True,3
TKT-1250,2026-01-21,chat,How do I stop automatic deductions?,"I took an advance last month and it was automatically deducted from my paycheck, which I understood. But now it's happening again this pay period even though I didn't take another advance. I want to stop any automatic deductions and ideally cancel the service. Please help.",Medium,Cancellation Request,9,True,4
TKT-1251,2025-12-18,chat,App keeps crashing when I open it,The mobile app crashes every time I try to open it. This started after the update that pushed yesterday. I'm on iPhone 14 running iOS 16.6. I've already tried uninstalling and reinstalling but same issue. Is there a known issue with this version?,High,Technical Issue,32,False,3
TKT-1252,2026-01-23,web,Question about the $1.99 fee on my statement,I see a $14.99 fee on my recent statement and I'm not sure what it's for. I don't recall seeing this fee before. Is this a new charge? Can you explain what this covers and whether I can avoid it? I've been a customer for 21 months.,Low,Billing & Payments,4,True,4
TKT-1253,2026-01-08,email,Please close my account,I would like to permanently close my account and have all my personal data deleted. I no longer need this service. My account email is mike.miller18@yahoo.com. Please confirm once the account is closed and my data has been removed.,High,Cancellation Request,30,True,4
TKT-1254,2026-01-04,web,Getting an error code when trying to transfer funds,"Every time I try to transfer money I get error code ERR-2260. This started happening about 3 days ago. I need to move funds for an urgent payment. I've tried different amounts ($50, $100, $500) and get the same error. My bank account is verified and in good standing.",Medium,Technical Issue,19,True,3
TKT-1255,2026-02-10,email,What's the maximum I can advance?,"I wanted to know what the maximum amount I can advance is. I currently have a paycheck coming for around $49.99 and I need about $50 now. Is there a limit on what percentage of my paycheck I can access early? Also, what's the fee for doing this?",Medium,Product Question,17,True,4
TKT-1256,2026-04-02,email,Mobile notification not working,I've stopped receiving push notifications on my phone. I checked my phone settings and notifications are enabled for the app. This is a problem because I rely on notifications for payment confirmations. Please help me re-enable these.,Medium,Technical Issue,13,True,4
TKT-1257,2026-04-27,chat,Getting an error code when trying to transfer funds,"Every time I try to transfer money I get error code ERR-6228. This started happening about 3 days ago. I need to move funds for an urgent payment. I've tried different amounts ($50, $100, $500) and get the same error. My bank account is verified and in good standing.",Low,Technical Issue,8,True,5
TKT-1258,2025-12-24,chat,Need to update my email address,"Hi, I recently changed jobs and need to update the email address on my account from jessica.johnson26@icloud.com to mike.smith91@outlook.com. I still have access to the old email so I can verify through that. Could you walk me through the process or make the change for me?",High,Account Access,24,False,4
TKT-1259,2026-01-17,email,Requesting partial refund,"I was charged $500.0 for a service I only partially used. I signed up on March 08, 2026 and canceled on December 06, 2025, which means I used the service for only 6 days of the billing period. I'm requesting a pro-rated refund for the unused portion. Please let me know how to proceed.",High,Refund Request,19,False,3
TKT-1260,2026-03-17,chat,Direct deposit didn't arrive,"My direct deposit was supposed to hit today (March 30, 2026) but it's not showing in my bank account. My employer processed payroll on February 07, 2026 so it should have cleared by now. This is urgent as I have bills due today. Can you look into what happened?",Critical,Billing & Payments,51,False,3
TKT-1261,2026-04-13,web,Can I use this if I'm paid biweekly?,My employer pays me every two weeks. Can I still use the early access feature between pay periods? Does the amount I can advance reset after each paycheck? I'm trying to understand how it works with a biweekly pay schedule.,Medium,Product Question,9,False,4
TKT-1262,2025-11-28,email,Question about the $9.99 fee on my statement,I see a $4.99 fee on my recent statement and I'm not sure what it's for. I don't recall seeing this fee before. Is this a new charge? Can you explain what this covers and whether I can avoid it? I've been a customer for 15 months.,Medium,Billing & Payments,12,True,3
TKT-1263,2026-02-09,chat,What's the maximum I can advance?,"I wanted to know what the maximum amount I can advance is. I currently have a paycheck coming for around $125.0 and I need about $150 now. Is there a limit on what percentage of my paycheck I can access early? Also, what's the fee for doing this?",Medium,Product Question,18,True,3
TKT-1264,2026-02-15,web,Direct deposit didn't arrive,"My direct deposit was supposed to hit today (November 27, 2025) but it's not showing in my bank account. My employer processed payroll on January 11, 2026 so it should have cleared by now. This is urgent as I have bills due today. Can you look into what happened?",Critical,Billing & Payments,30,True,3
TKT-1265,2026-03-14,chat,Suspicious login attempt on my account,I received an email saying there was a login attempt from an unrecognized device in California. I did not attempt to log in at that time. I've already changed my password but I'm concerned my account may be compromised. Can you review recent activity and confirm my account is secure?,Medium,Account Access,15,True,4
TKT-1266,2025-11-06,phone,Suspicious login attempt on my account,I received an email saying there was a login attempt from an unrecognized device in Texas. I did not attempt to log in at that time. I've already changed my password but I'm concerned my account may be compromised. Can you review recent activity and confirm my account is secure?,Medium,Account Access,18,True,4
TKT-1267,2025-12-15,chat,Is your service available in all states?,"I'm considering recommending your service to my employer. We have employees in California, Texas, and New York. Is your earned wage access product available in all three states? Are there any state-specific restrictions I should know about?",Medium,General Inquiry,13,True,4
TKT-1268,2025-12-18,chat,Account locked — need help getting back in,"My account appears to be locked. I got a message saying it was locked due to too many failed login attempts, but I wasn't the one trying to log in. This might be a security issue — someone may be trying to access my account. Please unlock my account and let me know if there was suspicious activity.",Medium,Account Access,14,True,3
TKT-1269,2026-02-08,email,Feedback about the new app update,"I just wanted to share some feedback about the recent app update. I really miss the old home screen layout — the new one is harder to navigate. The transaction history view in particular is much harder to use. Is there a way to revert to the old layout, or can you pass this feedback along?",Low,General Inquiry,5,True,5
TKT-1270,2025-12-18,chat,Can I use this if I'm paid biweekly?,My employer pays me every two weeks. Can I still use the early access feature between pay periods? Does the amount I can advance reset after each paycheck? I'm trying to understand how it works with a biweekly pay schedule.,Medium,Product Question,11,True,4
TKT-1271,2026-01-20,chat,Is there a fee to use the service?,I was referred by a coworker but I want to make sure I understand the costs before I sign up. Is there a monthly fee? What does it cost to access my pay early? Are there any other hidden charges I should know about?,Medium,Product Question,17,True,5
TKT-1272,2026-01-01,email,Forgot username / can't find my login,I think I signed up with either mike.jones76@icloud.com or sarah.williams16@hotmail.com but neither is working. I do have an account because I've used the service before — I can see charges on my bank statement. Can you look up what email is on file for me? I can verify with my last 4 of SSN or bank account.,High,Account Access,20,True,4
TKT-1273,2026-02-07,chat,Transaction history not loading,"When I tap on 'Transaction History' in the app, it just shows a spinning loader and never loads. I've waited up to 5 minutes. This has been happening for 2 days. Everything else in the app works fine. I'm on Android 14.",Medium,Technical Issue,15,True,4
TKT-1274,2026-02-24,chat,What's the maximum I can advance?,"I wanted to know what the maximum amount I can advance is. I currently have a paycheck coming for around $24.99 and I need about $150 now. Is there a limit on what percentage of my paycheck I can access early? Also, what's the fee for doing this?",Medium,Product Question,13,False,4
TKT-1275,2026-04-25,chat,Question about the $14.99 fee on my statement,I see a $9.99 fee on my recent statement and I'm not sure what it's for. I don't recall seeing this fee before. Is this a new charge? Can you explain what this covers and whether I can avoid it? I've been a customer for 15 months.,High,Billing & Payments,29,True,4
TKT-1276,2026-01-10,email,What's the maximum I can advance?,"I wanted to know what the maximum amount I can advance is. I currently have a paycheck coming for around $49.99 and I need about $50 now. Is there a limit on what percentage of my paycheck I can access early? Also, what's the fee for doing this?",Medium,Product Question,12,True,4
TKT-1277,2025-11-29,chat,Does this work with my bank?,I have an account with Capital One. Is your service compatible with all banks or just certain ones? I tried adding my account and got an error saying the bank wasn't supported. I also have a Citi account if that one works better.,Medium,Product Question,12,False,4
TKT-1278,2026-02-21,chat,Mobile notification not working,I've stopped receiving push notifications on my phone. I checked my phone settings and notifications are enabled for the app. This is a problem because I rely on notifications for payment confirmations. Please help me re-enable these.,High,Technical Issue,28,True,4
TKT-1279,2026-03-31,phone,Need to update my email address,"Hi, I recently changed jobs and need to update the email address on my account from david.garcia57@gmail.com to sarah.brown95@yahoo.com. I still have access to the old email so I can verify through that. Could you walk me through the process or make the change for me?",Critical,Account Access,52,True,3
TKT-1280,2026-04-02,chat,Charged twice for the same transaction,"I was charged $350.0 twice on January 29, 2026. I only authorized one payment. My bank statement clearly shows two identical charges. I need one of these refunded immediately. Transaction IDs (if helpful): TXN658136 and TXN394739. Please process the refund ASAP.",High,Refund Request,25,False,3
TKT-1281,2026-04-23,phone,Suspicious login attempt on my account,I received an email saying there was a login attempt from an unrecognized device in Miami. I did not attempt to log in at that time. I've already changed my password but I'm concerned my account may be compromised. Can you review recent activity and confirm my account is secure?,Medium,Account Access,10,False,4
TKT-1282,2025-12-03,phone,What documents do I need for onboarding?,"I'm in the process of setting up my account and it's asking me to verify my identity. What documents do you accept? Do I need a government-issued ID? Can I use a passport or does it need to be a driver's license? Also, is my information secure when I upload documents?",High,General Inquiry,19,True,3
TKT-1283,2026-01-08,chat,Requesting partial refund,"I was charged $125.0 for a service I only partially used. I signed up on December 07, 2025 and canceled on March 28, 2026, which means I used the service for only 6 days of the billing period. I'm requesting a pro-rated refund for the unused portion. Please let me know how to proceed.",High,Refund Request,27,True,4
TKT-1284,2026-02-03,chat,Mobile notification not working,I've stopped receiving push notifications on my phone. I checked my phone settings and notifications are enabled for the app. This is a problem because I rely on notifications for payment confirmations. Please help me re-enable these.,High,Technical Issue,30,True,4
TKT-1285,2026-01-31,web,Charged twice for the same transaction,"I was charged $125.0 twice on April 12, 2026. I only authorized one payment. My bank statement clearly shows two identical charges. I need one of these refunded immediately. Transaction IDs (if helpful): TXN796405 and TXN831160. Please process the refund ASAP.",High,Refund Request,32,True,3
TKT-1286,2026-03-05,phone,Transaction I didn't authorize,"There's a $49.99 transaction on my account from January 26, 2026 that I did not authorize. I've never heard of 'TP Auto Deduct' and I was not in Miami on that date. I believe this may be fraud. Please investigate and refund the charge. I'd also like to know if my account has been compromised.",Medium,Refund Request,18,False,5
TKT-1287,2025-12-11,chat,Direct deposit didn't arrive,"My direct deposit was supposed to hit today (November 05, 2025) but it's not showing in my bank account. My employer processed payroll on November 28, 2025 so it should have cleared by now. This is urgent as I have bills due today. Can you look into what happened?",High,Billing & Payments,15,False,3
TKT-1288,2026-04-16,email,Unable to update my payment method,I've been trying to update my bank account for direct deposit but keep getting an error when I try to save the new account. I've tried three times now and it just says 'Unable to verify account.' My routing number and account number are definitely correct. Please help — I need this updated before my next paycheck.,High,Billing & Payments,23,True,3
TKT-1289,2025-11-14,chat,SSO login broken since company update,"Since our company updated their SSO provider last week, I can no longer log in through the company portal. It redirects me to a blank screen. My colleagues are having the same issue. Our company admin is TechStaff Inc. Can you check if something on your end needs to be updated?",Medium,Account Access,12,False,4
TKT-1290,2026-03-03,email,App keeps crashing when I open it,The mobile app crashes every time I try to open it. This started after the update that pushed yesterday. I'm on iPhone 13 running iOS 17.0. I've already tried uninstalling and reinstalling but same issue. Is there a known issue with this version?,Low,Technical Issue,8,True,4
TKT-1291,2025-12-04,chat,My balance looks wrong,"Something seems off with my account balance. It's showing $285.16 but based on my transactions I should have more than that. The last transaction I see is from February 17, 2026 but I know I had a deposit processed on April 23, 2026. Can you audit my account?",High,Billing & Payments,22,True,4
TKT-1292,2025-12-25,chat,Need an invoice for last month,"Hello, could you please send me an invoice for February? Our accounting team needs it for expense reconciliation. Account email is chris.williams9@yahoo.com. Please send to john.williams45@outlook.com as well. We need it in PDF format if possible. Thank you.",Medium,Billing & Payments,10,False,3
TKT-1293,2025-12-06,phone,How do I request a pay advance?,"I just signed up and I'm trying to figure out how to request an advance on my upcoming paycheck. I see the option in the app but when I tap it, it says I'm not eligible. I've been at my job for 5 months and my employer is enrolled. What are the eligibility requirements?",Medium,Product Question,17,False,4
TKT-1294,2026-04-03,chat,Request for data export (GDPR),I am exercising my right under GDPR Article 20 to data portability. Please provide a full export of all personal data you hold associated with my account. My account ID is ACC-42477. Please send the export to david.johnson71@yahoo.com within the legally required 30-day window.,Medium,Compliance & Legal,17,True,5
TKT-1295,2026-01-15,chat,Transaction I didn't authorize,"There's a $29.99 transaction on my account from March 13, 2026 that I did not authorize. I've never heard of 'TP Auto Deduct' and I was not in Chicago on that date. I believe this may be fraud. Please investigate and refund the charge. I'd also like to know if my account has been compromised.",High,Refund Request,22,True,4
TKT-1296,2026-02-08,web,Can't log in to my account,I'm having trouble logging into my account. I've tried my usual password but it keeps saying 'Invalid credentials.' I haven't changed my password recently. I tried the 'Forgot password' link but I'm not getting the reset email. My account email is john.garcia17@hotmail.com. Please help.,High,Account Access,33,True,2
TKT-1297,2025-11-19,email,How does the tipping model work?,I noticed the app asks for an optional tip when I transfer money. Can you explain how this works? Is the tip really optional or does it affect my service? What percentage do most people tip? I just want to make sure I'm using this correctly.,Medium,Product Question,9,True,4
TKT-1298,2026-03-09,phone,My balance looks wrong,"Something seems off with my account balance. It's showing $826.05 but based on my transactions I should have more than that. The last transaction I see is from January 13, 2026 but I know I had a deposit processed on April 06, 2026. Can you audit my account?",Low,Billing & Payments,7,True,5
TKT-1299,2026-01-19,email,What's the maximum I can advance?,"I wanted to know what the maximum amount I can advance is. I currently have a paycheck coming for around $49.99 and I need about $50 now. Is there a limit on what percentage of my paycheck I can access early? Also, what's the fee for doing this?",Medium,Product Question,11,False,4
TKT-1300,2026-04-16,phone,Mobile notification not working,I've stopped receiving push notifications on my phone. I checked my phone settings and notifications are enabled for the app. This is a problem because I rely on notifications for payment confirmations. Please help me re-enable these.,Medium,Technical Issue,9,True,4
